-1.000000000000000056e-01,1.945800000000000030e-01,-1.122170000000000112e+00,-1.907900000000000151e-01,3.440500000000000225e-01
0.000000000000000000e+00,-3.167000000000003146e-02,-1.132103500000000151e+00,9.048000000000000487e-02,3.927120000000000055e-01
-1.000000000000000056e-01,-5.207300000000001372e-01,-7.962635000000001240e-01,-2.515399999999999858e-01,2.836619999999999697e-01
0.000000000000000000e+00,-7.340600000000001568e-01,-6.394135000000000790e-01,-2.599660999999999778e-01,1.091319999999999513e-01
1.000000000000000056e-01,-6.276900000000000812e-01,-2.698435000000000694e-01,-6.759060999999999542e-01,-8.465800000000006653e-02
2.000000000000000111e-01,-8.084500000000001130e-01,-1.151153500000000163e+00,1.949539000000001243e-01,-1.063400000000000734e-01
3.000000000000000444e-01,-9.066430000000000877e-01,-8.715935000000001320e-01,7.154390000000011851e-02,-2.630200000000000871e-01
4.000000000000000222e-01,-8.449910000000000476e-01,-4.821535000000001236e-01,-4.012060999999998989e-01,-7.025000000000001243e-01
5.000000000000000000e-01,-6.859509999999999774e-01,-2.609435000000001059e-01,-7.130360999999999505e-01,-7.142250000000001098e-01
5.999999999999999778e-01,-8.427609999999999824e-01,-9.854035000000002098e-01,-5.766609999999994240e-02,-7.269850000000001033e-01
5.000000000000000000e-01,-1.099740999999999858e+00,-5.446435000000001692e-01,-6.562260999999999234e-01,-7.347852000000001382e-01
4.000000000000000222e-01,-8.349509999999997767e-01,-1.558383500000000144e+00,-5.231260999999999273e-01,-1.877152000000000820e-01
5.000000000000000000e-01,-6.331809999999997718e-01,-1.378563500000000053e+00,-8.189360999999999446e-01,-1.667252000000000733e-01
5.999999999999999778e-01,-4.544309999999997518e-01,-9.005635000000000723e-01,-1.332556099999999910e+00,-4.903452000000000921e-01
6.999999999999999556e-01,-1.088070999999999788e+00,2.791650000000001075e-02,-1.331128599999999995e+00,-1.168785200000000080e+00
5.999999999999999778e-01,-1.107151999999999692e+00,-8.850535000000000485e-01,-9.586285999999999419e-01,-5.865452000000000998e-01
5.000000000000000000e-01,-1.028461999999999765e+00,-1.841683500000000251e+00,-5.799585999999998798e-01,1.637947999999999071e-01
5.999999999999999778e-01,-1.038695999999999842e+00,-1.659793500000000144e+00,-8.016485999999998224e-01,1.070697999999999095e-01
6.999999999999999556e-01,-1.434635999999999800e+00,-1.256903500000000173e+00,-8.374935999999998382e-01,-2.825002000000000901e-01
7.999999999999999334e-01,-1.360875999999999753e+00,-7.716535000000002142e-01,-1.317353599999999902e+00,-8.490902000000001282e-01
8.999999999999999112e-01,-1.604365999999999737e+00,-1.696623500000000284e+00,-4.181335999999997721e-01,-8.990912000000000903e-01
9.999999999999998890e-01,-1.646330999999999767e+00,-1.405683500000000308e+00,-5.967235999999997986e-01,-1.119781200000000032e+00
8.999999999999999112e-01,-1.716900999999999788e+00,-8.558735000000002868e-01,-1.430403599999999997e+00,-8.326312000000000157e-01
9.999999999999998890e-01,-2.091930999999999763e+00,-2.201733500000000454e+00,3.289163999999999977e-01,-1.110341200000000139e+00
8.999999999999999112e-01,-1.812790999999999819e+00,-2.379073500000000507e+00,-3.486436000000000535e-01,-1.070426200000000216e+00
7.999999999999999334e-01,-2.086440999999999768e+00,-1.875823500000000532e+00,-1.014723599999999948e+00,-1.012537200000000137e+00
8.999999999999999112e-01,-1.935670999999999697e+00,-1.679863500000000620e+00,-1.320563599999999838e+00,-1.024780200000000141e+00
7.999999999999999334e-01,-1.919562999999999686e+00,-1.033623500000000472e+00,-2.156293599999999699e+00,-8.726202000000000680e-01
